Bus_Stop_Code,Stop_Name
58302,BEVENDEN STREET
58303,QUEENSBRIDGE ROAD / BROWNLOW ROAD
58304,SOUTH AFRICA ROAD
58305,LIVERPOOL ROAD
58306,SHARPS LANE
58307,MELLOW LANE WEST
58308,ST THOMAS CHURCH
58309,THE SPANIARDS INN
58310,COPENHAGEN STREET
58311,SHIRLEY YOUTH AND COMMUNITY CENTRE
58312,BEAUMONT ROAD
58314,THE WILLOWS
58315,WAVERLEY GARDENS
58316,DORSET ROAD
58317,ST ANTHONY'S HOSPITAL
58318,CROYDON BOWLING CLUB
58321,BARNARDO HOUSE
58322,HILTON WAY
58323,BELVEDERE AVENUE
58324,WHITGIFT CENTRE
58325,BASCULE BRIDGE
58326,MASEFIELD CLOSE
58327,CHALMERS ROAD EAST
58328,BARNHAM DRIVE
58329,DALE PARK ROAD
58330,EALING BROADWAY CENTRE
58331,DURHAM ROAD
58332,ORCHARD ROAD
58333,ST MICHAEL'S COURT
58334,NORTHWICK PARK HOSPITAL
58335,RUSSELL ROAD
58336,CRESCENT PARADE
58337,STATION ROAD
58338,BARKING ROAD
58339,STUDLEY ROAD
58340,BELMORE PARADE
58341,CROPPATH ROAD
58342,EARLSTHORPE ROAD
58343,WESTON ROAD
58344,SYDENHAM STATION #/ WESTWOOD HILL
58345,ALBERT SQUARE
58346,POTTERS BAR TESCO
58347,LONGLAND DRIVE
58348,WAYFARER ROAD
58349,CHARVILLE LIBRARY
58350,JESSAMINE ROAD
58351,HATTON CROSS STATION <>
58352,ARBERY ROAD
58353,LADYSMITH ROAD
58354,CANONS CORNER
58355,EAST PUTNEY STATION <>
58356,EPSOM HIGH STREET
58357,CRANE AVENUE
58358,CENTRAL PARADE
58359,OAKDALE ROAD
58360,WOODHAYES ROAD
58361,STAMFORD HILL BROADWAY
58362,BROCKWELL PARK
58363,THE DYSART
58364,RAVENSCOURT PARK STATION <>
58365,BURNT ASH ROAD / LEE ROAD
58366,INVERNESS TERRACE
58367,ALBERT BRIDGE
58368,MARISCHAL ROAD
58369,SALISBURY ROAD
58370,DULWICH COLLEGE
58371,EWELL EAST STATION #
58372,COOMBE HILL SCHOOL
58373,PALMARSH CLOSE
58374,PLASHET SCHOOL
58375,AMERSHAM ROAD
58376,CRICKLEWOOD BROADWAY
58377,ARKWRIGHT ROAD
58378,BILLINGSGATE MARKET
58380,CRUCIFIX LANE
58381,SHAKESPEARE ROAD
58382,VICTORIA RECREATION GROUND
58383,QUEENS ROAD / KINGSTON HOSPITAL
58384,PYRLES LANE
58386,DULVERTON ROAD
58387,ELSTREE GARDENS
58388,WOODGRANGE ROAD
58389,MONTROSE AVENUE
58390,TOWNSON AVENUE
58391,CANONS CORNER
58392,OXFORD ROAD
58393,BARKING INDUSTRIAL PARK
58394,AMBLECOTE ROAD
58395,LOCKMEAD ROAD
58396,HAGGERSTON PARK
58397,VICTORIA AND ALBERT MUSEUM
58398,ETTRICK STREET
58399,DAWLEY PARADE
58400,CHRIST CHURCH
58401,BEAUFORT GARDENS
58402,GROVE PARK BUS STATION
58403,KIDBROOKE PARK CLOSE
58404,QUEENS ROAD / KINGSTON HOSPITAL
58405,BELMONT AVENUE
58406,COULSDON LIBRARY
58407,WESTBOURNE ROAD / JUPITER WAY
58408,LARKSHALL CRESCENT
58409,CLITHEROE AVENUE
58410,BOND STREET STATION <>
58411,CARDEN ROAD
58412,CHEVENING ROAD / HERMITAGE ROAD
58413,BROCKET WAY
58414,WHITEFIELD AVENUE
58415,CHISHOLM ROAD
58416,PARK ROAD
58417,ST ALBANS ROAD
58418,TRAFALGAR BUSINESS CENTRE
58420,ST PANCRAS INTERNATIONAL STATION #
58421,RUSHDEN GARDENS
58422,ALDENHAM STREET
58423,TIBBET'S CORNER
58424,ARMOURY WAY
58425,RECTORY GROVE
58426,ST JOHN'S ROAD / CROFTON LANE
58427,EAST LONDON MAIL CENTRE
58428,RIPPLESIDE CEMETERY
58429,MADEIRA ROAD
58430,LILFORD ROAD
58431,HARLINGTON ROAD WEST
58432,THE GROVE
58433,NELMES ROAD
58434,WOOLWICH ROAD / LONG LANE
58435,LAKESIDE BUS STATION
58437,CLUB HOUSE
58438,FENCEPIECE ROAD
58439,BARHAM AVENUE
58440,LIMESFORD ROAD
58441,WHARNCLIFFE GARDENS
58443,WANSTEAD STATION <>
58444,SANDY LANE
58445,GOLDERS GREEN STATION <>
58446,BOW COMMON LANE
58447,SWAFFIELD ROAD
58448,WALDEN WAY
58449,ESSEX ROAD / NEWINGTON GREEN ROAD
58450,BELL GREEN / SAINSBURY'S
58452,CROMWELL ROAD BUS STATION
58453,CLIFTON ROAD
58454,SWINTON STREET
58455,LAVENDER HILL POLICE STATION
58456,HAVELOCK ROAD
58457,REDCLIFFE SQUARE
58460,FESTING ROAD
58461,LOXFORD LANE
58462,MIDDLETON ROAD
58463,THICKET ROAD
58464,FREEGROVE ROAD
58465,RANDALL AVENUE
58466,CAMBRIDGE HEATH ROAD
58467,MARSH WALL / HERON QUAY
58468,YORK WAY ESTATE
58469,MANFORD WAY / THE LOWE
58470,PLUMSTEAD HIGH STREET / PLUMSTEAD STN
58471,COLCHESTER ROAD
58472,RIVERSDALE ROAD
58473,NEW ADDINGTON BAPTIST CHURCH
58474,NORMANHURST ROAD
58475,LEYTON STATION <>
58476,ROYAL ALBERT HALL
58477,BALAAM PARK HEALTH CENTRE
58478,HIGHLANDS AVENUE
58479,NORTHUMBERLAND PARK
58480,WHITWORTH ROAD
58481,LOWER MORDEN LANE
58482,DEANSBROOK ROAD
58483,THE CROWN
58484,ST PAULS CRAY ROAD / LEESONS HILL
58485,EDMONTON GREEN STATION #
58486,BROOK WAY
58487,ALPERTON LANE
58488,WHEATSHEAF LANE
58489,UPNEY STATION <> / BARKING HOSPITAL
58491,WARHAM ROAD / BRIGHTON ROAD
58492,BECKENHAM ROAD / WEST WICKHAM STATION #
58493,VALLEY ROAD
58494,ORCHARD LANE
58495,CANTERBURY AVENUE
58496,HIGHBURY NEW PK / HIGHBURY GROVE SCHOOL
58497,ALDGATE STATION <>
58498,THE PARK TAVERN
58499,ADELAIDE GROVE
58500,BRICK LANE
58501,RUSSELL HILL ROAD
58502,MARVELS LANE / CHINBROOK ROAD
58503,FAIRLEA PLACE
58504,SUSSEX PLACE
58505,WOODSPRING ROAD
58506,COPLESTONE ROAD
58507,RAMILLIES ROAD
58508,HOYLAKE GARDENS
58509,DANSON UNDERPASS
58510,DUNSTER CLOSE
58511,BRIXTON STATION <> #
58512,STANHOPE ROAD
58513,ALLANDALE AVENUE
58514,LONDON ROAD / WATERSTONE PARK
58515,SHOREDITCH CHURCH
58516,RIDGEWELL CLOSE
58517,CHARVILLE SCHOOL
58518,NIGHTINGALE ROAD
58519,HEATHVIEW ROAD
58520,NEW FETTER LANE
58521,HIGH HOLBORN
58522,HOLLIES AVENUE
58523,QUEEN ELIZABETH HOSPITAL / WEST ENTRANCE
58524,SOLWAY ROAD
58526,LIMESTONE WALK
58527,PHILIP LANE
58528,SLOANE SQUARE STATION <>
58529,DEYNCOURT GARDENS
58530,CAMPDEN ROAD
58531,BROCKLEY STATION #
58532,PARK AVENUE
58533,STANLEY HALL
58534,BROCKLEY GROVE / HORSMONDON RD
58535,STAVELEY ROAD
58536,SEWARDSTONE ROAD
58537,OLD ST STN <># / MOORFIELDS EYE HOSP
58538,SOUTHBURY ROAD
58539,BEDDINGTON LANE TRAM STOP >T<
58540,SADLER CLOSE
58541,CENTRAL PARADE
58542,SHAKESPEARE CRESCENT
58543,CHRISTIE DRIVE
58544,SCOTT CLOSE
58545,KING EDWARD ROAD
58546,FRITH COURT
58547,JERRARD STREET
58548,GREEN LANE
58549,LOUGH ROAD
58550,QUEEN MARY'S HOSPITAL
58551,MERBURY ROAD
58552,CHANDOS ROAD
58553,DALGARNO GARDENS
58554,SOUTHGATE STATION <>
58555,COLERIDGE CRESCENT
58556,CROFTON PARK STATION#
58557,HIGH STREET SOUTH
58558,WORSLEY BRIDGE ROAD
58559,PARK AVENUE
58560,HARRINGTON ROAD
58561,JOLLYS LANE
58562,LAWFORD ROAD
58563,WILLOW WAY
58564,"GUY, EARL OF WARWICK"
58565,WICKHAM ROAD
58566,BROMLEY NORTH STATION #
58567,HARLESDEN POLICE STATION
58568,GREAT WEST ROAD
58569,DORCHESTER ROAD
58570,WEST DRAYTON STATION #
58571,WILLESDEN GREEN LIBRARY
58572,MANOR ROAD / MANOR CLOSE
58573,BAYSWATER STATION <>
58574,NEVILLE CLOSE
58575,WOODFORD ROAD
58576,NEPTUNE STREET / ST OLAVES ESTATE
58577,EUSTON BUS STATION # <>
58578,COLCHESTER ROAD
58579,STREATHAM STATION #
58580,WARNER PLACE
58581,TRENT PARK GOLF COURSE
58582,BECMEAD AVENUE
58583,KENNINGTON CHURCH
58584,SKELGILL ROAD / WANDSWORTH PARK
58585,RINGWOOD GARDENS
58586,AYLOFFS WALK
58587,LONGFIELD AVENUE
58588,SLOUGH LANE
58589,CHINGFORD LANE
58590,TOTTERIDGE WAR MEMORIAL
58591,SPUR ROAD
58592,STRATFORD BUS STATION <>#[DLR]
58593,CONVENT HILL
58594,WENTWORTH WAY
58595,GUBBINS LANE
58596,ELGIN AVENUE / MAIDA VALE STATION <>
58597,BLOSSOM LANE
58598,CANFIELD GARDENS / FINCHLEY ROAD STN <>
58599,COULSDON RISE
58600,JOHN PRINCE'S STREET / OXFORD CIRCUS
58601,CORBETS TEY
58604,FORGEFIELD COURT
58605,ROBINHOOD LANE
58606,WYNDCLIFF ROAD
58607,HOOLEY / STAR LANE
58608,BEGBIE ROAD
58609,SYDENHAM HILL ESTATE
58610,TOLLERS LANE / PLACEHOUSE LANE
58611,WOOD GREEN CROWN COURT
58612,COPPICE PRIMARY SCHOOL
58613,RAVENSCOURT GARDENS
58614,VALENTINE'S PARK
58615,HURST LANE
58616,TEES DRIVE
58617,ST MARY'S ROAD
58618,SIDMOUTH ROAD
58619,BETHNAL GREEN STATION <>
58620,BRISBANE ROAD
58621,ALDGATE STATION <>
58622,CHESTERFIELD ROAD
58623,SUSAN CLOSE
58624,DEVONSHIRE AVENUE
58625,CAMDEN HIGH STREET
58626,LEA BRIDGE ROAD
58627,HAM STREET
58628,PARK GROVE
58630,MORLEY ROAD
58632,HAMPTON ROAD EAST
58634,ASHTON PLAYING FIELDS
58635,NEWHAM LEISURE CENTRE
58636,FINSBURY PARK STATION <> #
58637,NUTFIELD GARDENS
58638,JEWISH FREE SCHOOL
58639,WOOD LANE
58640,"DORKING STATION, LONDON ROAD"
58641,SOUTH PARK DRIVE
58642,FANSHAWE CRESCENT
58643,TUDOR DRIVE / THE WOODSTOCK
58644,GUNNERSBURY STATION <> #
58645,GOLDFINCH ROAD
58646,LOUGHBOROUGH JUNCTION STATION #
58647,WESTWAY CROSS RETAIL PARK
58648,SMITHS FARM
58649,PECKHAM LIBRARY
58650,LARCOM STREET
58651,ERITH ROAD / NUXLEY ROAD
58652,THE FAIRWAY
58653,PRINCE REGENT BUS STATION [DLR]
58654,WHIPPS CROSS / WOOD STREET
58655,COURTMAN ROAD
58656,HIBERNIA ROAD
58657,THE WARREN
58658,HAMPTON STATION #
58659,MILL MEAD ROAD
58660,ST JAMES CHURCH
58661,FRANKFURT ROAD
58662,PHILIP ROAD
58663,SHERIDAN ROAD
58664,KEW GREEN
58665,BEULAH SPA
58666,SUNNYCROFT ROAD
58667,RIDGEWAY PARK
58668,SCHOOL ROAD
58669,SURBITON STATION #
58670,MORDEN ROAD
58672,ANERLEY ROAD / OAK GROVE ROAD
58673,MILLFIELDS ROAD / CLAPTON PARK
58674,GORDON HOUSE ROAD
58675,ROYAL OAK STATION <>
58676,UXBRIDGE RD / WESTFIELD SHOPPING CENTRE
58677,LEIGHAM COURT ROAD / VALLEY ROAD
58678,ROMFORD MARKET
58679,HYLANDS ROAD
58680,HOGARTH CRESCENT
58681,WARWICK ROAD
58682,ST ANNE'S AVENUE
58683,REDMEAD ROAD
58684,GEORGE LANE SHOPPING CENTRE
58685,MILLMARK GROVE
58686,FRANCES BARDSLEY SCHOOL
58687,MANSFIELD AVENUE
58688,LOMBARD ROUNDABOUT
58689,CEPHAS STREET
58690,ST ANNE'S AVENUE
58691,SEVENOAKS ROAD / ORPINGTON HOSPITAL
58692,BRAESIDE ROAD
58693,RUTHERFORD WAY
58694,THOMAS STREET
58695,HIGH STREET / SOUTHALL TOWN HALL
58696,ACADEMY ROAD / SHOOTERS HILL ROAD
58697,WOODSIDE LANE
58698,STAFFORD ROAD / WOODCOTE ROAD
58699,HIGHAM STATION AVENUE
58700,EDITH GROVE / WORLDS END
58701,MANOR PARK LIBRARY
58702,DULWICH PICTURE GALLERY
58703,OLD ROAD / PERRY STREET
58704,SWAN ROAD
58705,CECILIA ROAD / GREENACRE COURT
58706,BIGGIN HILL VALLEY
58707,ANGEL CORNER
58708,HAMPTON CHURCH
58710,PARK ROYAL ASDA / WESTERN ROAD
58711,CHISWICK STATION #
58712,BALACLAVA ROAD
58713,HOLLOWAY ROAD STATION <>
58714,PLASHET ROAD / PORTWAY
58715,HOUNSLOW BUS STATION
58716,RUSSELL GARDENS
58717,COMMERCIAL WAY
58718,UPMINSTER PARK ESTATE
58719,MOTTINGHAM ROAD / RAVENSWORTH ROAD
58720,BROMLEY BUS GARAGE
58721,GLOUCESTER ROAD
58722,HARROW SCHOOL
58723,RIDDING LANE
58724,PECKHAM ROAD / SOUTHAMPTON WAY
58725,SEVEN SISTERS STATION <> #
58726,MARSHAM STREET
58727,WESTERN ROAD
58729,LEA BRIDGE ROUNDABOUT
58730,NORTHALL ROAD / BARNEHURST STATION #
58731,EDERLINE AVENUE
58732,WEST RUISLIP STATION <> #
58733,ST MARK'S CLOSE
58734,ANSON PRIMARY SCHOOL
58735,RECTORY LANE
58736,HANLEY ROAD / STAPLETON HALL ROAD
58737,CENTURION WAY
58738,BLENDON / PENHILL ROAD
58739,PHOENIX HIGH SCHOOL
58740,RAYNES PARK LIBRARY
58741,GOLDERS GREEN / FINCHLEY ROAD
58742,THE BULL
58743,WEMBLEY HOSPITAL
58744,ABBEY ROAD
58745,CATERHAM VALLEY
58746,BALDOCK WAY
58747,CHILHAM WAY
58748,RALEIGH GARDENS
58749,FIFTH AVENUE
58750,DOLLIS HILL LANE
58751,NORHEADS LANE / STOCK HILL
58752,CHESTNUT AVENUE NORTH
58753,BROMLEY ROAD / LEWISHAM TOWN HALL
58754,LAKEDALE ROAD
58755,MALDEN AVENUE
58756,CAPEL ROAD
58757,LENHAM ROAD
58758,HALL ROAD
58759,LEXINGTON WAY
58760,HOMEFIELD ROAD
58762,HANNELL ROAD
58764,ARCHWAY STATION <> / JUNCTION ROAD
58765,SOUTH CROXTED ROAD
58766,MAYS HILL ROAD
58768,WANSFORD ROAD
58769,BROMLEY HIGH SCHOOL
58770,MONKFRITH WAY
58772,ELMFIELD ROAD / THE GLADES
58773,THE MOUNT
58774,GREENVALE SCHOOL
58775,KESTON PARK CLOSE
58776,WORTON GARDENS
58777,SELBORNE ROAD
58778,BROUGHTON AVENUE
58779,COCKABOURNE BRIDGE
58780,MANOR ROAD SOUTH
58781,BELMONT HILL
58782,FIVE ELMS ROAD
58783,BROOK STREET
58784,NELMES ROAD
58785,GREEN PARK STATION <>
58786,THE CATFORD CENTRE
58787,ST BARNABAS CHURCH
58788,ST BRIDE'S AVENUE
58789,ACTON MAIN LINE STATION #
58790,KENERNE DRIVE
58791,QUEENSBURY STATION <>
58792,LEWISHAM POLICE STATION
58793,CANONBURY ROAD / HIGHBURY CORNER
58794,WINDERMERE ROAD
58795,RIDGEWAY ROAD
58796,HAMPSTEAD STATION <>
58797,HANWORTH ROAD
58798,BEDDINGTON FARM ROAD
58799,MONTBELLE ROAD
58800,CATERHAM DRIVE / KESTON AVENUE
58801,JUNIPER HALL
58802,BELSIZE VILLAGE
58803,NORLEY VALE
58804,COLERAINE ROAD
58805,MILE END STATION <>/ MILE END ROAD
58806,STOCK HILL
58807,CLIFTON GARDENS
58808,UXBRIDGE ROAD
58809,THE BLUE BRIDGE
58810,MANBEY GROVE
58811,SWANAGE ROAD
58812,JUBILEE ROAD
58813,CEDAR WAY
58814,WEMBLEY HIGH ROAD
58815,HIGH STREET
58816,DENE ROAD
58818,HORSE & BARGE
58819,WHIPPS CROSS HOSPITAL / MAIN ENTRANCE
58820,LARKSWOOD SCHOOL
58821,BROOK ROAD
58822,MALMESBURY ROAD
58823,HAINAULT STREET
58824,HARROW & WEALDSTONE STATION <> #
58825,SHERWOOD GARDENS
58826,CLAVERTON STREET / CHURCHILL GARDENS
58827,LOWER CLAPTON ROAD
58828,WAYE AVENUE
58829,ST PAUL'S ROAD / RAMSEY WALK
58830,ICKENHAM STATION <>
58831,BROOK LANE
58832,BECKENHAM JCTN STN # >T</ RECTORY ROAD
58833,THE AVENUE / BEACONSFIELD ROAD
58834,NINEACRES WAY
58835,BIGGIN HILL POST OFFICE
58836,LONGTHORNTON ROAD
58837,SECOND AVENUE
58838,FRONT LANE
58840,BEECHWAY
58841,PRESS ROAD
58842,GOLFSIDE CLOSE
58843,GREAT WEST ROAD
58844,FAIRFAX ROAD
58845,KINGS HEAD HILL
58846,CRESWICK ROAD
58847,CHARMWOOD LANE
58848,ORCHARDSON STREET
58849,DENNIS ROAD
58850,ESHER GREEN
58851,HARFORD STREET
58852,DRUMMOND STREET
58853,BATCHWORTH HEATH
58854,CRAIGNAIR ROAD
58855,KEW GARDENS / LION GATE
58856,GOLDERS GREEN STATION <>
58857,FARNBOROUGH COMMON / P R U HOSPITAL
58858,MERRITT GARDENS
58859,BELSIZE SQUARE
58860,DEANS WAY
58861,PRAIRIE STREET
58862,LEA VALLEY ROAD
58863,PASSINGFORD BRIDGE
58864,SHEARWATER CLOSE
58865,HADLEY WAY
58867,MAPLE ROAD
58868,ST PAUL'S UNITED REFORMED CHURCH
58869,WIMBLEDON ROAD
58870,HANBURY ROAD
58871,LOWER ROAD / CHURCH MANORWAY
58872,TRAFALGAR SQUARE
58873,FOREST ROAD
58874,SUMMIT CLOSE
58875,NORMAN WAY
58876,ELM PARADE
58877,PARK GROVE
58878,HAYDON DRIVE
58879,BUCKLAND STREET
58880,ST JAMES CHURCH / KINGSTON BY-PASS
58881,EPSOM HIGH STREET
58882,KINGS ROAD
58883,WALLINGTON / SHOTFIELD
58884,FULHAM TOWN HALL
58885,HAMPTON COURT PALACE
58886,SHAFTESBURY AVENUE
58887,WINDRUSH
58888,ELMSTEAD WOODS STATION #
58889,HIGH TREES
58890,BOSWORTH ROAD / GARROW HOUSE - RNIB
58891,WIMBLEDON BUS STATION
58892,NOTTING HILL GATE STATION <> / HILLGATE STREET
58893,BROMLEY ROAD / SHORTLANDS STATION
58894,ST PAUL'S STATION <>
58895,KILN MEWS
58896,CATFORD POLICE STATION
58897,PRINCE REGENT BUS STATION [DLR]
58898,STAR LANE
58899,LAKESIDE
58900,BEDFONT LIBRARY
58902,MAPLEHURST CLOSE
58903,POUND LANE / WILLESDEN BUS GARAGE
58904,WEST CROSS CENTRE
58905,ROYAL COLLEGE STREET
58906,BRENTWOOD HIGH STREET
58907,JUBILEE ROAD
58908,HANLEY ROAD
58909,PORTOBELLO ROAD
58910,WESTMORELAND ROAD
58911,TRINITY SCHOOL
58912,NORTH WEMBLEY STATION #
58913,CHARLOTTE GARDENS
58914,WOOD STREET STATION #
58915,ILCHESTER ROAD
58917,EGERTON DRIVE
58918,GOLDFINCH ROAD
58919,BRENCHLEY ROAD
58920,SOUTHBOURNE CRESCENT
58921,WOODGRANGE PARK STATION #
58922,OAKLEY ROAD / THE LIMES
58923,BEAUFORT DRIVE
58924,CRICKLEWOOD LANE
58925,FIELDGATE STREET
58926,THE OAKS
58927,CECIL AVENUE
58928,WILLESDEN SPORTS CENTRE
58929,BYRON AVENUE
58930,LONGDOWN ROAD
58931,EDITH GARDENS
58932,SHAFTESBURY ROAD
58933,ACACIA ROAD
58934,PARCHMORE METHODIST CHURCH
58935,CHURCH ROAD
58936,CRAVEN CLOSE
58937,BEULAH HILL
58938,EIGHT BELLS
58939,CANONS HILL
58941,GORDON ROAD
58942,HARROW ROAD / COLLEGE PARK
58943,STAMFORD HILL BROADWAY
58944,CLOCKHOUSE ROUNDABOUT
58945,DRURY LANE
58946,STAMFORD STREET
58947,ST DUNSTANS COLLEGE
58948,BRIGSTOCK MANOR / FRANT ROAD
58949,ROUNDWOOD ROAD
58950,MARLBOROUGH ROAD
58951,BERWYN ROAD
58952,SIDCUP LEISURE CENTRE
58953,HERON QUAYS
58954,GARTH ROAD
58955,BICKLEY PARK ROAD / ST GEORGES CHURCH
58956,NEW CITY ROAD
58957,GREEN LANES
58958,ST JOHN'S WOOD STATION <>
58959,LOVE LANE
58960,WILLIAM BAREFOOT DRIVE
58961,OLD JAMAICA ROAD
58962,MARTHA STREET
58963,HICKMAN AVENUE
58964,VICTOR ROAD
58965,FLORENCE ROAD
58966,ALDRINGTON ROAD
58967,UXBRIDGE STATION <>
58968,ST JOHN'S CHURCH
58969,BENNETTS CASTLE LANE
58970,DORSET ROAD
58971,WELLAND GARDENS
58972,SUTTONS AVENUE
58974,CAINS LANE
58975,WEST RUISLIP STATION <> #
58976,WIDMORE ROAD / KENTISH WAY
58977,BARGEHOUSE ROAD
58978,COPTHALL SPORTS CENTRE
58979,SPRINGFIELD UNIVERSITY HOSPITAL
58980,SUDBURY COURT ROAD
58981,SUNNYDENE ROAD
58982,NORWOOD JUNCTION STATION #
58983,WESTHORNE AVENUE / KIDBROOKE LANE
58984,CARLYLE SQUARE
58985,PARK GATE
58986,BOUNDARY ROAD
58987,COUNTY GATE
58988,CHATSWORTH ROAD / CLIFDEN ROAD
58989,QUEENS PARK STATION <> # / VICTORIA ROAD
58990,PEMBROKE ROAD
58991,LATYMER UPPER SCHOOL / PLAYING FIELDS
58992,GREEN LANE
58993,NUTTER LANE
58994,SHERWOOD PARK ROAD
58995,GREAT BENTY
58996,WALDEGRAVE ROAD
58997,HEATHROW CLOSE
58998,MELANIE CLOSE
59000,MALDEN MANOR STATION #
59001,GLADSTONE AVENUE
59002,FREMANTLE ROAD
59003,ALEXANDRA ROAD
59004,ROBERTS CLOSE
59005,COVENT GARDEN / CATHERINE STREET
59006,GLOVER DRIVE / TESCO
59007,OXFORD COURT
59008,PARKSTONE AVENUE
59009,PUTNEY BRIDGE STATION <>
59010,PADDINGTON BASIN
59011,THE RIDE
59012,BEVERLEY ROAD
59013,FIRHAM PARK AVENUE
59014,NORTH CIRCULAR ROAD
59015,PARTINGDALE LANE
59016,DOWDING WAY
59017,MONKLEIGH ROAD
59019,BROMLEY HILL CEMETERY
59020,BEGBIE ROAD
59021,SYDENHAM POLICE STATION
59022,UNDERWOOD ROAD
59023,HORNSEY LANE
59024,DARWIN CLOSE
59025,QUEENSMERE ROAD
59026,MULKERN ROAD
59027,RUISLIP ROAD
59028,ILFORD SAINSBURY'S
59029,WOOD END LANE
59030,PASSINGFORD BRIDGE
59031,SOMERLEYTON ROAD / COLDHARBOUR LANE
59032,THE GREEN / CARLTON AVENUE WEST
59033,TATSFIELD VILLAGE / OLD SHIP
59035,METCALF ROAD / THE ASH TREE
59036,CARLYLE AVENUE
59037,TAVISTOCK SQUARE
59039,WOODSHIRE ROAD
59040,GRINSTEAD ROAD
59041,WEST GREEN PRIMARY SCHOOL
59042,CHURCH HILL ROAD
59043,CRANBROOK ROAD
59044,STEPNEY GREEN STATION <>
59045,MARTINS CORNER / VALENCE AVENUE
59046,STANBOROUGH ROAD
59047,WHITE HART LANE
59048,NORTH CROSS ROAD
59049,COMMERCIAL WAY
59050,FARNDALE CRESCENT
59051,KINGS ROAD
59052,CRICKLEWOOD STATION #
59053,BRENT CROSS SHOPPING CENTRE
59054,DOCKHEAD
59055,BEDFONT LAKES COMMERCIAL ESTATE
59056,NORWOOD AVENUE
59057,THE CHASE
59058,CHERRY TREE LANE
59059,BRIDLE ROAD
59060,COLDHARBOUR ROAD
59063,LANGLEY COURT / WEST GATE
59064,FURZEHILL ROAD
59066,LUDWICK MEWS
59067,CLISSOLD CRESCENT
59069,EFFRA PARADE
59070,CAVENDISH ROAD / CLAPHAM SOUTH STN <>
59071,MIDDLETON ROAD
59072,MITCHAM / CRICKET GREEN
59073,TOBACCO DOCK
59074,NEW ROAD
59075,LAMBETH ROAD
59076,HARBINGER SCHOOL
59077,BRICK LANE
59079,CAVELL HOUSE
59081,ETON ROAD
59082,ABBEY WOOD PUMPING STATION
59083,THE PLOUGH
59084,TWICKENHAM / THE PRINCE ALBERT
59085,MAYPLACE RD WEST/BEXLEYHEATH CLOCK TOWER
59086,THORNE ROAD
59087,MOAT MOUNT PARK
59088,LEYTON MIDLAND ROAD STATION #
59089,WARREN STREET STATION <> / EUSTON ROAD
59090,THAMES ROAD
59091,THORNTON HEATH POND
59092,HALL ROAD
59093,PENTONVILLE ROAD / BARON STREET
59094,GORST ROAD
59095,THE FAIRWAY
59096,PEACOCK GARDENS
59097,ENFIELD ISLAND VILLAGE
59098,KINGSGROUND / ELTHAM HILL
59099,BROCKLEY RISE / CRANSTON ROAD
59100,FOREST ROAD / BRIDGE ROAD
59101,ELSTREE WAY
59102,HOUNSLOW BUS STATION
59103,WANDSWORTH TOWN HALL
59104,BECKENHAM HIGH STREET / KELSEY SQUARE
59105,JAMAICA STREET
59106,ST BARNABAS HALL
59107,MALVERN ROAD
59108,THREE KINGS POND
59109,COMPTON AVENUE / KENWOOD HOUSE
59110,CROFTON ROAD / STARTS HILL ROAD
59111,PARKSIDE CROSS
59112,PARKGATE ROAD
59113,THE UPLANDS
59114,HILTON WAY
59115,BRENTFORD BUS DEPOT
59116,KIDBROOKE HEALTH CENTRE
59118,PARK LANE
59120,THE LINDENS
59121,LAWFORD ROAD
59122,TWYFORD AVENUE
59123,HORSESHOE LANE
59124,KINGSTON HALL ROAD
59125,WOODBERRY GROVE
59126,BREAD STREET
59127,GRANVILLE ROAD
59128,HEATHBOURNE ROAD
59129,SHEEN LANE / MORTLAKE STATION #
59130,YORK STREET
59131,ENDWELL ROAD
59134,ALL SAINTS SCHOOL
59135,SANDY LANE
59136,LEESONS PRIMARY SCHOOL
59137,STANBOROUGH ROAD
59138,BEDFORD ROAD
59139,TORRINGTON ROAD
59140,FORT ROAD
59141,EASTWAY
59142,TOTTENHAM COURT ROAD STATION<>
59143,DEEPDENE ROAD
59144,RYE HILL PARK
59145,COLLIER ROW / NTH ROMFORD COMMUNITY CTR
59146,WOOD GREEN STATION <>
59147,STRAIT ROAD
59148,FOUNTAYNE ROAD
59149,HAREWOOD TERRACE
59150,WEYMOUTH ROAD
59151,BURNTWOOD SCHOOL / SWABY ROAD
59152,MERTON ROAD
59153,CROYDON ROAD / PLOUGH LANE
59154,CRYSTAL PALACE ROAD
59155,NESHAM STREET
59156,PIELD HEATH AVENUE
59157,ST BARNABAS CHURCH
59158,HEATHWAY
59159,BECKENHAM LANE
59160,HUNTERS GROVE
59161,BUSCH CORNER
59162,MULGRAVE ROAD
59163,HALL ROAD
59164,FAIREY CORNER
59165,PYTCHLEY ROAD
59166,ALEXANDRA AVENUE
59167,NEVILL WAY
59168,HAREDALE ROAD / CARNEGIE LIBRARY
59169,LOWER PARK ROAD
59170,SELBORNE WALK / VERNON ROAD
59171,ELMHURST SCHOOL
59172,ROMFORD BUS GARAGE
59173,GLADSTONE PARK
59174,LEESONS PRIMARY SCHOOL
59175,WEST GROVE PRIMARY SCHOOL
59176,COLLEGE HILL ROAD
59177,RUSSELL SQUARE <>
59178,VICTORIA ROAD
59179,COMPASS CENTRE
59180,BROMLEY / MAGISTRATES COURT
59181,LOWER HALL LANE
59182,UPTON PARK / PRIORY ROAD
59183,RESTONS CRESCENT
