Bus_Stop_Code,Stop_Name
59184,PAGEANT AVENUE
59185,FAIRLIGHT ROAD
59186,GOODMAYES PRIMARY SCHOOL
59187,MARYLEBONE ROAD
59188,FAIRFIELD HALLS
59189,KENNINGTON PARK
59190,ARAGON SCHOOL
59191,COURT AVENUE
59192,RAPHAEL PARK
59193,CANNON LANE
59194,FELTHAM ROAD
59195,QUEENS ROAD
59196,BRIGHTON ROAD / CAVENDISH ROAD
59197,BRENT PARK TESCO
59198,NORTH CIRCULAR ROAD
59199,NORWOOD JUNCTION STATION #
59201,BIRCH WALK
59202,TWICKENHAM / KING STREET
59203,PUTNEY METHODIST CHURCH
59204,CARNEGIE STREET
59205,MANFRED ROAD
59206,SYDENHAM / THE WOODMAN
59207,PARK CLOSE
59208,HARWOODS GARAGE
59209,DEVON CLOSE
59210,GROVE END ROAD
59211,SHIRLEY STREET
59212,BUCKINGHAM AVENUE
59213,ROMAN ROAD MARKET
59214,HAWKWOOD CRESCENT
59215,BROOK WAY
59216,LE MAY AVENUE / LUFFMAN ROAD
59217,ST MARY OF NAZARETH CHURCH
59218,BLUEBIRD WAY
59219,CURZON CRESCENT
59220,SPENCER STREET / CITY UNIVERSITY
59221,SUNNYSIDE ROAD
59222,YE OLDE CHERRY TREE
59223,NEWHAM TOWN HALL
59224,CASTLETON DRIVE
59225,GOSPATRICK ROAD
59226,THE CRESCENT
59227,OAKS AVENUE
59228,FRAMPTON ROAD
59229,COPLAND AVENUE
59230,GASCOYNE ROAD
59231,WILTON ROAD
59232,THE WOOLWICH CENTRE
59233,GOODWAY GARDENS
59234,CHESSINGTON WORLD OF ADVENTURES
59236,WILSHAM STREET
59237,BULLSMOOR LANE / HERTFORD ROAD
59238,CROYDON FLYOVER
59239,FRANKS COTTAGES
59240,WHIPPS CROSS HOSPITAL
59241,FORTHBRIDGE ROAD
59242,THE OVAL
59243,SPRINGFIELD ROAD
59244,TREVE AVENUE
59245,BEECHWOOD ROAD
59246,PATMORE ESTATE / DRURY HOUSE
59247,WILLOW COURT
59248,THE GLEN
59249,BETHUNE ROAD
59250,LOMBARDY RETAIL PARK
59251,BEACON ROAD
59252,FOWLER ROAD
59253,WASHINGTON ROAD
59254,HAMBLEDON ROAD
59255,WAITE STREET
59257,REPOSITORY ROAD / ARTILLERY PLACE
59258,BARHAM AVENUE
59259,SOUTHALL BROADWAY
59260,SUTHERLAND HOUSE
59261,THE THAMES RIVIERA
59262,NORTH HILL
59263,BECKENHAM LIBRARY
59264,RUVIGNY GARDENS
59265,YORK WAY RAILWAY BRIDGE
59266,TURPINGTON LANE COMMUNITY CENTRE
59268,WELSH TAVERN
59269,HILTON DOCKLANDS RIVERSIDE HOTEL
59270,ROCKY LANE
59271,BEULAH CRESCENT / BEULAH FAMILY CHURCH
59272,HAMILTON AVENUE
59273,WHALEBONE LANE NORTH
59274,BRENT TOWN HALL
59275,TRENT COUNTRY PARK
59276,FERDINAND STREET
59277,DENMARK HILL STATION #
59278,REEDE ROAD
59279,BARING ROAD
59280,WOOD END PARK SCHOOL
59281,LONDON ROAD
59282,FINSBURY PARK STATION
59283,EALING PARK GARDENS
59284,MANOR ROAD
59285,MANORDENE ROAD
59286,CABLE STREET
59287,EUSTON SQUARE STATION <>
59288,THE CLARENDON HOTEL
59289,BATTERSEA ARTS CENTRE
59290,HEATHAM HOUSE
59292,CRYSTAL PALACE PARK
59293,ANGEL ISLINGTON / CITY ROAD
59294,OAK GARDENS
59295,HEMLOCK ROAD
59296,SUNNYBANK
59297,HIGH STREET PLAISTOW
59298,ST EDMUND'S HALL
59299,EXETER ROAD
59300,CLAPHAM ROAD / STOCKWELL STATION <>
59301,GRANARD ROAD
59302,COLINTON ROAD
59303,BROMLEY LANE / CHISLEHURST WAR MEMORIAL
59304,SOUTHFIELD CLOSE
59305,HAMPTON SCHOOL
59306,MARHAM GARDENS
59307,PARSONAGE LANE
59309,SOUTHWARK PARK ROAD / ST JAMES'S ROAD
59310,IVYBRIDGE
59311,HITHER GREEN CEMETERY
59312,EAST PUTNEY STATION <>
59313,ALEXANDRA PARK ROAD
59314,TOOTING BEC STATION <>
59315,CONDUIT STREET
59316,KINGSLEY AVENUE
59317,DURHAM ROAD
59318,LAMBS LANE
59319,SHEPHERDS BUSH STATION <> #
59320,THE AVENUE / GOODHART WAY
59321,FULLWELL CROSS
59322,STIRLING CORNER / BARNET ROAD
59323,CROSS STREET
59324,WALTHAMSTOW STADIUM
59325,HIGHLAND ROAD
59326,WULFSTAN STREET
59327,SHORTLANDS ROAD
59328,BEXLEYHEATH BUS GARAGE
59329,WEST HILL
59330,RECTORY ROAD / BROOKE ROAD
59331,DEANSBROOK ROAD
59332,WOOLWICH HIGH STREET
59333,SPENCER HILL
59334,WALLASEY CRESCENT
59335,MUSWELL HILL ROAD
59336,CLOISTER GARDENS
59337,WATERLOO STATION / TENISON WAY <> #
59338,WANDLE ROAD
59339,EDEN WAY
59340,BARTHOLOMEW STREET
59341,STH KENSINGTON STN <> / OLD BROMPTON RD
59342,MITRE ROAD
59343,MALDEN ROAD
59344,STANSFIELD ROAD
59345,BUTTS GREEN ROAD
59346,WESTBOURNE TERRACE
59347,DARTMOUTH ROAD / THORPEWOOD AVENUE
59348,COOMBE ROAD
59349,CLARENDON ROAD
59350,RIVERHOLME DRIVE
59351,ATKINS ROAD / NEW PARK ROAD
59352,MILL RIDGE
59353,GEORGE STREET
59354,CHEPSTOW CRESCENT
59355,CAMDEN PARK ROAD
59356,CENTRAL MIDDLESEX HOSPITAL
59357,VARTRY ROAD
59358,THEYDON ROAD / LEASIDE ROAD
59359,AIRFIELD WAY TESCO
59360,HIGH STREET / GOLDSEL ROAD
59361,BOLTON'S LANE
59362,ROEHAMPTON VALE CAMPUS
59363,WOODSIDE GREEN
59364,KILBURN HIGH ROAD
59365,CHEQUERS LANE
59366,SEVENOAKS ROAD / GREEN STREET GREEN
59368,EAST BARNET VILLAGE
59370,SHOOTERS HILL ROAD / KIDBROOKE PARK ROAD
59372,FAKRUDDIN STREET
59373,WOODWARD ROAD
59374,GUBBINS LANE
59375,ALDWYCH AVENUE
59376,HUMPHREY STREET
59377,KILBURN LANE
59378,ST GILES CHURCH
59379,DOUGLAS ROAD
59380,EMPIRE WAY
59381,COCKFOSTERS STATION <>
59382,RECTORY ROAD
59383,HOLT WAY
59384,MILLAIS ROAD
59385,FARRINGDON STATION <>#
59386,MOUNT ASH ROAD
59387,POLISH WAR MEMORIAL
59388,MOTTINGHAM ROAD
59389,PARK LAWN
59390,LENNARD ROAD
59391,ABBOTT ROAD
59393,EDEN PARK
59394,UPMINSTER BRIDGE STATION <>
59395,BROCKLEY JACK
59396,PETER AVENUE
59397,TORCROSS ROAD
59400,BARKING BUS GARAGE / FAIRCROSS
59401,ANERLEY / THE MITRE
59402,HAYES AND HARLINGTON STATION #
59403,RAVENSWOOD COURT
59404,WHITTINGTON WAY
59405,HIGH BEECHES
59406,QUEEN'S ROAD
59407,GRANGE ROAD
59408,PARK ROAD
59409,HARTINGTON ROAD
59410,VAUXHALL BUS STATION
59411,BELL ROAD
59412,BROWNHILL ROAD / WELLMEADOW ROAD
59413,BUSHY PARK ROAD
59414,CARLETON ROAD
59415,SOUTHGATE ROAD
59416,LEYTON MIDLAND ROAD STATION #
59417,ASKEW ROAD LIBRARY / GAYFORD ROAD
59418,LOCK'S LANE
59419,SHOOTERS HILL ROAD / STRATHEDEN ROAD
59420,HAWTHORNE ROAD
59421,MUDCHUTE STATION [DLR]
59422,LEYTON SPORTS GROUND
59423,THE HILLSIDE
59424,DENE AVENUE
59425,PLASHET ROAD
59426,PETTITS LANE
59427,FARNBOROUGH WAY
59428,LYNDHURST AVENUE
59429,SPALDING ROAD
59430,BULL RING GATE
59431,BROOK CRESCENT
59432,RANDALL AVENUE
59433,MAPLEDALE AVENUE
59434,ST MARGARET'S DRIVE
59435,TYRWHITT ROAD
59436,ELECTRIC HOUSE
59437,TWICKENHAM / KING STREET
59438,CROOKED USAGE
59439,LADY DOCK PATH / THE SHIP YORK
59441,C E M E
59442,BELGRAVE WALK TRAM STOP >T<
59443,RUSKIN ROAD
59444,NORTHWOOD HEALTH CENTRE
59445,HALT ROBIN LANE
59447,DEVONSHIRE ROAD
59448,HESTON HOUSE
59449,HACKNEY WICK
59450,VICTORIA GARDENS
59451,HORNCHURCH TOWN CENTRE
59452,BRUNSWICK AVENUE
59453,KINGSMEAD ESTATE
59454,ST MARGARET'S CHURCH / BRANDRAM ROAD
59455,HURSTMERE SCHOOL
59456,ST CHARLES SQUARE
59457,FENCHURCH STREET STATION #
59458,GROVE ROAD
59459,PATMOS ROAD
59460,NOTTING HILL GATE STATION <>
59461,COLMAN ROAD
59462,WALDRON ROAD
59463,KINGSTON UNIVERSITY
59464,ORANGE TREE
59465,MEADWAY / HIGH BARNET STATION <>
59467,POLE HILL ROAD
59469,FOXFIELD PRIMARY SCHOOL
59470,PURLEY CROSS
59471,DUCK LEES LANE
59472,ELDRED DRIVE
59473,PRINCES AVENUE
59475,ALBURY DRIVE
59476,BROOMHILL ROAD
59477,CLAPHAM JUNCTION STATION / FALCON ROAD #
59478,NEW NORTH ROAD
59480,MADEIRA ROAD
59481,ELTHAM HIGH STREET / POUND PLACE
59483,AWLFIELD AVENUE
59484,FORDINGLEY ROAD
59485,CONYERS ROAD
59486,TOTTERIDGE ROAD
59487,GREENFORD STATION <> #
59488,LORDSHIP LANE
59489,CLEMENTINE CHURCHILL HOSPITAL
59490,TURNPIKE LANE STATION <>
59491,RAVENSCOURT PARK STATION <>
59492,ROYAL LIBERTY SCHOOL
59493,MANOR LANE
59494,SHERWOOD PARK ROAD
59495,TIPTHORPE ROAD
59496,BROMLEY COURT HOTEL
59497,DORKING WALK
59498,RADFORD WAY
59499,MOUNT ROAD
59500,WORTON WAY
59501,RICHMOND ROAD
59502,THE MOUNT
59503,TOTTENHAM HIGH ROAD
59504,STANSTEAD CLOSE
59505,COPPETTS CLOSE
59506,SCOTTS LANE
59507,TONSLEY STREET
59508,PARTRIDGE GREEN
59509,BRIGSTOCK ROAD / LONDON ROAD
59510,ROWDEN PARK GARDENS
59511,SWINDERBY ROAD
59512,PHILIP LANE
59513,UXBRIDGE COUNTY COURT
59514,SOUTH STREET
59515,BRONDESBURY ROAD
59517,BERT ROAD
59518,LEYTON GREEN ROAD
59519,H M PRISON HOLLOWAY
59521,TREATY CENTRE
59522,OXHAWTH CRESCENT / WEST ARM
59523,ROYAL BROMPTON HOSP / ROYAL MARSDEN HOSP
59524,KEW GARDENS STATION <> #
59525,THICKET CRESCENT
59526,HUMBER ROAD
59527,AMERICAN UNIVERSITY
59528,SHERWOOD WAY
59529,HAZELMERE CLOSE
59530,NORTH COMMON ROAD
59531,TIMBERCROFT LANE / PEGWELL STREET
59532,COLUMBUS COURTYARD
59533,CHARLTON LANE
59534,CRANWICH ROAD
59535,TILLING ROAD
59536,BULWER ROAD
59537,CROYDON ROAD
59538,PASTURE ROAD
59539,HIGH BEECHES
59540,LITTLE HEATH
59541,MILLBANK
59542,JERSEY ROAD
59543,HENDON CENTRAL <>
59544,HERONWAY
59545,THE RIDGEWAY
59547,LOWER MORDEN / THE BEVERLEY
59548,GOLDHAWK ROAD / YOUNG'S CORNER
59549,STONEFIELD WAY
59550,WALTHAMSTOW POLICE STATION
59551,VERDANT LANE / SANDHURST ROAD
59553,PHILIP LANE
59554,ST NORBERT ROAD
59555,GLAMIS PLACE
59556,ARTILLERY CLOSE
59557,BLORE CLOSE
59558,SYDNEY ROAD
59559,COCKFOSTERS STATION <>
59560,CLARENDON ROAD
59561,MANOR ROAD
59562,MORTLAKE ROAD
59564,HOOP LANE
59565,WOOLWICH ARSENAL STATION # [DLR]
59566,PEMBROKE AVENUE
59567,FEATHERSTONE ROAD
59568,SHIP HILL / BOROUGH ROAD
59569,PUTNEY HEATH / GREEN MAN
59571,SHEEN COURT
59572,COLYTON WAY
59573,BISHOP'S BRIDGE
59574,RESERVOIR ROAD
59575,ELTHAM HILL / WESTHORNE AVENUE
59576,OAK HILL
59577,COLLINGWOOD ROAD / OLDFIELDS ROAD
59578,ELMWOOD ROAD / THE CHARTER SCHOOL
59579,NORBITON STATION #
59580,MARSHAM STREET
59581,SPRING GARDENS
59582,ROSSMORE ROAD / LISSON GROVE
59583,STAPLEFORD ABBOTTS PRIMARY SCHOOL
59584,PARK AVENUE
59585,MANOR VIEW
59586,SANDALL ROAD
59587,SECOMBE CENTRE
59588,CAMDEN PARK ROAD
59589,ROSSINGTON STREET
59590,ASHGROVE ROAD
59591,HEREFORD GARDENS
59592,COLNEDALE ROAD
59593,CASTELL ROAD
59594,BEDFONT LAKES COMMERCIAL ESTATE
59595,CLAPHAM COMMON STATION <>
59596,CARLTON ROAD
59597,SOUTHALL POLICE STATION
59598,EAST FINCHLEY STATION <>
59599,HUGUENOT PLACE / ALMA ROAD
59600,CLEVELAND ROAD
59601,IFFLEY ROAD
59602,BEAUMARIS DRIVE
59603,ST MICHAEL & ST MARTIN CHURCH
59604,HARROW BUS STATION
59605,PARK HILL
59606,EASTCOTE ROAD
59607,EMMANUEL CHURCH
59608,SHRUBBERY GARDENS
59609,EATON SQUARE
59610,SLOANE SQUARE STATION <>
59611,VICTORIA COACH STATION
59612,EBURY STREET
71000,MALDEN ROAD / PRIORY ROAD
71001,THE SIDINGS
71002,WADDON STATION #
71003,HYDE PARK STREET
71004,KNOCKHOLT POUND / PARK CORNER
71005,HEATHROW TERMINAL 5
71006,BUSCH CORNER
71007,ANGEL STATION <>
71009,FOREST ROAD
71010,VALLEY ROAD
71011,CAMPFIELD ROAD
71012,LOUGHBOROUGH JUNCTION STATION #
71013,SOUTH STREET
71014,DELAMERE ROAD
71015,SHORT LANE
71016,CHANDOS AVENUE
71017,DARWIN ROAD
71018,TOLLINGTON PARK
71019,FOUNTAIN ROAD / GARRATT LANE
71020,SUNBEAM ROAD
71021,DULWICH WOOD PARK / KINGSWOOD DRIVE
71022,PRIORY HILL
71023,STREATHAM PLACE
71024,ST MARY'S CHURCH
71025,WARWICK GARDENS
71026,HIGH BARNET STATION <>
71027,PRIORY WAY
71028,WALNUT TREE ROAD
71029,SKELGILL ROAD / WANDSWORTH PARK
71030,WIMBLEDON MAGISTRATES COURT
71031,GALLIONS REACH ROUNDABOUT
71032,KIDBROOKE WAY
71033,MEADOWVIEW ROAD
71034,YORK WAY ESTATE
71035,HELMSDALE ROAD
71036,MAY ROAD
71037,FELTHAM TESCO
71038,BISHOPS BRIDGE ROAD / LITTLE VENICE
71039,GLYN ROAD
71040,ELTHAM HIGH STREET / FOOTS CRAY ROAD
71041,SHACKLEGATE LANE
71042,GREEN LANE
71044,MOSSFORD LANE
71045,DEVONSHIRE ROAD
71046,SLOANE STREET / KNIGHTSBRIDGE STATION <>
71047,MEOPHAM ROAD / WOODSTOCK WAY
71048,NORTH MIDDLESEX HOSPITAL
71049,PARTINGDALE LANE
71050,POWNALL GARDENS
71051,KINGSASH DRIVE
71052,CANONS HILL
71053,LONDON HILTON HOTEL
71054,OAKS PARK
71055,ROSS ROAD
71056,EVELINE ROAD
71057,DULWICH VILLAGE
71058,SHEFFIELD DRIVE
71059,MANOR PARK LIBRARY
71060,QUEENS AVENUE
71061,EUROPA TRADING ESTATE
71062,FAIRFORD WAY
71063,RINGLET CLOSE
71064,HORNSEY RISE
71065,RUTHERGLEN ROAD
71066,HORTON ROAD
71067,TAVISTOCK ROAD
71068,MARLOWE WAY
71069,DUNCOMBE HILL
71070,SANDHURST ROAD
71071,DERWENT AVENUE
71072,CARSHALTON COLLEGE
71073,HARRINGTON ROAD
71074,WASHINGTON ROAD
71075,CRAVEN ROAD
71076,THEBERTON STREET
71077,PENTLAND ROAD
71078,GLOBE ROAD
71079,WARWICK ROAD
71080,UPLAND ROAD
71081,WILLOW TREE LANE
71082,ROTHERHITHE TUNNEL
71083,FYFIELD ROAD
71084,SOUTHWARK PARK
71085,WHITTON CHURCH
71086,EAST HAM STATION <>
71087,HIGH BEECHES
71088,EASTCOTE LANE
71089,BRIDGE ROAD
71090,HAMPTON & RICHMOND BOROUGH F C
71091,OVAL STATION <>
71092,HEATHVILLE ROAD
71093,MARSTON ROAD
71094,STANLEY ROAD SOUTH
71095,CANTLEY GARDENS
71096,THE CHINESE GARAGE
71097,RAVENSCOURT PARK
71098,LANCASTER PLACE
71099,BLACKHEATH STATION #
71100,THE SPRING
71101,BAUDWIN ROAD
71103,CHARLEMONT ROAD
71104,MEDWAY ROAD
71105,LONDON COLLEGE OF COMMUNICATION
71106,KENTISH ROAD
71107,HAMPSTEAD STATION <>
71108,CLAPHAM SOUTH STATION <>
71109,STANLEY ROAD
71110,ROYAL AIR FORCE MUSEUM
71111,WARDEN AVENUE
71112,WHITE CITY BUS STATION <>
71113,HERMITAGE ROAD
71114,HILLCROFT
71115,CAMDEN TOWN / CAMDEN ROAD
71116,CLISSOLD ROAD
71117,WALLINGTON STATION #
71118,SHORTCROFT ROAD
71121,MYATT'S FIELDS
71122,TUDOR WAY
71123,WHITTON DENE
71124,DARTFORD GRAMMAR SCHOOL FOR GIRLS
71125,PEMBROKE ROAD
71126,DOWNTOWN ROAD
71127,BLANDFORD CLOSE
71128,THE HIGHLANDS
71129,VICARAGE ROAD
71130,PURLAND ROAD EAST
71131,WELLINGTON ROAD NORTH
71132,GRESHAM ROAD / BRIXTON POLICE STATION
71133,ORCHARD ESTATE
71134,WESTOW PARK
71135,LINDISFARNE ROAD
71136,TOTTENHAM COURT ROAD STATION <>
71137,CAMDEN HIGH STREET
71138,CAMBRIDGE ROAD
71140,ST FRANCIS OF ASSISI CHURCH
71141,ADDINGTON ROAD / GLEBE WAY
71142,OLD STREET STATION <> #
71143,STATION ROAD
71144,DOLLIS HILL STATION <>
71145,SOUTHBOURNE CRESCENT
71146,CHESTNUT AVENUE NORTH
71147,CRANBROOK ROAD
71148,BROOMFIELD ROAD
71149,WIMBLEDON MAGISTRATES COURT
71150,BOUNDFIELD ROAD
71151,BOVINGDON ROAD
71152,KING GEORGE HOSPITAL
71153,ST MARK'S CHURCH
71154,THE PETERSFIELD CENTRE
71155,COPTHALL GARDENS / PAGE STREET
71156,SURREY CANAL ROAD
71157,LOMBARD ROAD
71158,LAVENDER CLOSE
71159,GANTS HILL ROUNDABOUT
71160,WOODFIELD WAY
71161,BLAKE AVENUE
71162,CULLINGWORTH ROAD
71163,SYON LANE
71164,STANWELL ROAD
71165,AVENUE ROAD
71166,BILTON ROAD
71167,EAGLE WHARF ROAD
71168,ENFIELD TOWN / CHURCH STREET
71169,ARUNDEL GARDENS
71170,STOKE NEWINGTON COMMON
71171,GREAT WEST ROAD
71172,BAYTREE CLOSE
71173,ADAM & EVE
71174,CUMBERLAND AVENUE
71175,MARIGOLD ROAD / NORTHUMBERLAND PARK #
71176,GOODMAYES HIGH ROAD
71177,ELMERS END / TESCO
71178,DICKSON ROAD
71180,HORNSEY ROAD / SOBELL CENTRE
71181,CHURCH LANE
71182,WIMBLEDON THEATRE
71183,PEACE CLOSE
71184,SOUTHEND LANE / BROMLEY ROAD
71185,NORTHUMBERLAND PARK RAIL DEPOT
71186,WALTON AVENUE
71187,REGENT ROAD
71188,PARK ROAD
71189,BRENT CROSS SHOPPING CENTRE
71190,SPRINGBOURNE COURT
71191,LEATHERHEAD GOLF CLUB
71192,EDGWARE STATION <>
71193,ELTHAM STATION # / SHERARD ROAD
71194,RAYDON STREET
71195,FORTUNE GREEN
71196,BELMONT CIRCLE
71197,PETERBOROUGH ROAD
71198,GLYN ROAD
71199,FARNBOROUGH COMMON / P R U HOSPITAL
71200,LANSBURY AVENUE
71201,CHURSTON DRIVE
71202,SOUTH LAMBETH ROAD / STOCKWELL STN <>
71203,BULLFINCH ROAD
71204,BALHAM STATION <> #
71206,HOOK PARADE
71207,EAST VIEW KENNELS
71208,CREEK ROAD
71209,COLEBROOK STREET
71210,HEATHFIELD LIBRARY
71211,BURDETT ROAD / ST PAUL'S CHURCH
71212,OXSHOTT ROAD
71213,BORROWDALE DRIVE
71214,UPPER BEULAH HILL
71215,VALENTINES MANSION AND PARK
71216,QUEEN ELIZABETH HOSPITAL / MAIN ENTRANCE
71217,THE AVENUE
71218,THE THURROCK HOTEL
71219,ROYSTON ROAD
71221,WHITELEYS
71222,CHISLEHURST SAINSBURY'S
71223,COTSWOLD WAY
71224,SPARROW FARM DRIVE
71225,MOORLAND ROAD
71226,TALLY HO CORNER
71227,MITRE BRIDGE
71228,THORNTON ROAD
71229,BLAKE HALL CRESCENT
71230,WEST HAMPSTEAD STATION <> #
71231,WELL STREET / SHORE ROAD
71232,WIMBLEDON ROAD
71233,ATHLON ROAD
71234,WATERLOO BRIDGE / SOUTH BANK
71235,LADYSMITH ROAD
71236,DEANSWAY
71237,PLENDER STREET
71238,GANTS HILL STATION <>
71239,QUEENSWAY
71240,PINE GARDENS
71241,SKEET HILL
71242,ROSEMARY LANE
71243,BURDOCK ROAD / LEE VALLEY TECHNOPARK
71244,KENNINGTON STATION <>
71245,FERNDALE ROAD
71246,DANSON ROAD / CROOK LOG
71247,THE BROADWAY
71248,PRAIRIE STREET
71249,RYE HILL PARK
71250,CLIFTON ROAD
71251,ST HELIER AVENUE / MIDDLETON ROAD
71252,BROOKFIELD PARK
71253,CLAPTON POND
71254,QUEENS RIDE
71255,THE DRIVE
71256,ST KEVERNE ROAD
71257,FORTY HILL
71258,DARWIN ROAD
71259,BARRACK ROAD
71260,TWICKENHAM GOLF CENTRE
71261,CUMMINGS HALL LANE
71262,HEATHWAY
71263,WHITTINGTON HOSPITAL
71264,BOLEYN ROAD
71265,CATHNOR ROAD
71266,ACTON STREET
71267,NIGHTINGALE ROAD
71268,HOLDERS HILL CRESCENT
71269,HACKNEY BATHS
71270,KINGSGROUND / ELTHAM HILL
71271,HOLBORN STATION <>
71272,ANNANDALE ROAD
71273,CANAL SIDE WALK
71274,CARLTON VALE
71275,WOOD GREEN SHOPPING CITY
71276,GOODINGE HEALTH CENTRE
71277,WESTERN AVENUE / SAVOY CIRCUS
71278,FIVEWAYS
71280,CHISWICK POLICE STATION
71281,THE UPLANDS
71282,BARNES POND
71283,SOUTHCROFT ROAD / MITCHAM LANE
71284,GREENING STREET
71285,GLENTRAMMON ROAD
71286,HONEY HILL
71287,CHIGWELL STATION <>
71288,DRURY ROAD
71289,STAMFORD HILL LIBRARY
71290,WROTTESLEY ROAD
71291,UPLAND ROAD
71292,SUTTONS AVENUE
71293,PERCY STREET
71294,HEATHFIELD VALE / BROADCOOMBE
71296,OXFORD GARDENS
71298,SPUR ROAD / ORPINGTON WAR MEMORIAL
71299,GODDARD ROAD
71300,MOTTINGHAM STATION #
71301,DUNCRIEVIE ROAD
71302,CAVENDISH ROAD / CLAPHAM SOUTH STN <>
71303,LEYTONSTONE STATION <>
71304,MOOR BRIDGE
71305,WEYMOUTH ROAD
71306,CRYSTAL PALACE
71307,FIVE WAYS CORNER
71308,RAVENSCOURT PARK STATION <>
71309,MARKHOUSE AVENUE
71310,OXTED CLOSE
71311,HERITAGE AVENUE
71312,LORDSHIP LANE
71313,CAMDEN ROAD STATION #
71314,FORE STREET
71315,SOUTHMEAD PRIMARY SCHOOL
71317,TOOTING BROADWAY STATION <>
71318,SQUIRES WAY
71319,ALPHA PLACE
71320,ARBROATH ROAD
71321,CATERHAM DRIVE / WADDINGTON AVENUE
71322,SYLVAN HILL
71323,CHERRY LANE CEMETERY
71324,CROXDALE ROAD
71325,KINGSHILL CLOSE
71326,ENFIELD CREMATORIUM
71327,PERTH ROAD
71328,HARTFORD ROAD
71330,NEATS ACRE
71331,NEW ELTHAM STATION # / FOOTSCRAY ROAD
71332,WAYE AVENUE
71333,ST MARGARETS
71334,SALTWOOD CLOSE
71335,THE ROUNDWAY / EAST ARM
71336,HIGH ROAD LEYTON / BAKERS ARMS
71337,LASCELLES AVENUE
71338,THE CHASE
71339,PEMBROKE ROAD
71341,ARTERBERRY ROAD
71343,GLOUCESTER TERRACE
71344,DEVONS ROAD
71345,HENLEY CLOSE
71346,BROADWAY THEATRE
71347,CONEY HALL
71348,STANLEY ROAD
71350,EDGWAREBURY GARDENS
71351,CORNWALLIS ROAD
71352,WARWICK ROAD TESCO
71353,CAVERSWALL STREET
71354,NORTH ACRE
71355,HYDE PARK STREET
71356,ALTYRE WAY
71357,OSBORN STREET
71358,WOOLWICH ROAD / BEDONWELL ROAD
71359,NEW SCOTLAND YARD
71360,ANGEL STATION <>
71362,BURY STREET
71363,KELLAWAY ROAD
71364,MILL BROOK ROAD
71365,DOWNE CHURCH
71366,KENTISH TOWN STATION <> #
71368,WATERLOO BRIDGE / SOUTH BANK
71369,NEWHAM UNIVERSITY HOSPITAL
71370,SPINNEY DRIVE
71371,WIMBLEDON TENNIS CLUB & MUSEUM
71373,BARKING & DAGENHAM COLLEGE
71374,FERNCROFT AVENUE
71375,VICARAGE LANE
71376,YE OLD GEORGE INN
71377,KING'S COLLEGE HOSPITAL
71378,YE OLD GEORGE INN
71379,HENLYS CORNER / ADDISON WAY
71382,PIXTON WAY
71384,GREYHOUND ROAD
71385,GALLIONS REACH HEALTH CENTRE
71386,PRIORY LANE
71387,LONGMEAD PRIMARY SCHOOL
71388,ALEXANDRA PLACE
71389,THE BULL
71390,TUDOR GRANGE
71391,MORA ROAD
71392,WATERSIDE CLOSE
71393,HESA ROAD
71394,BARING ROAD
71395,RUSH GREEN SCHOOL
71396,AVELEY LIBRARY
71397,BEECH HILL
71398,WARING DRIVE
71399,ALPERTON LANE
71400,CHINGFORD POLICE STATION
71401,LONGMEAD PRIMARY SCHOOL
71402,EAST DULWICH SAINSBURY'S
71403,PELHAM ROAD
71405,TORRIANO AVENUE
71406,SOLOMONS PASSAGE
71407,NORBITON CHURCH
71408,HARROW & WEALDSTONE STATION
71409,ACTON LANE
71410,DUNHEVED ROAD NORTH
71411,COOMBE ROAD
71412,ELMERS END GREEN
71413,ENFIELD TOWN STATION #
71414,BRIXTON STATION <> #
71415,BECKENHAM HILL STATION #
71416,HENLYS ROUNDABOUT
71417,LANGLEY PARK SCHOOL
71418,BANSTEAD ROAD SOUTH / DOWNS ROAD
71419,MORTLAKE ROAD
71420,CASTLETON DRIVE
71421,LOWER ROAD / BELVEDERE STATION #
71422,CHURCH STREET
71423,WESTMORLAND WAY
71424,BOWYER PLACE
71425,FOX LANE
71426,TELFORD ROAD
71427,COIN STREET
71428,BERESFORD AVENUE
71429,KINGSGROUND / ELTHAM PALACE ROAD
71430,LOCKSBOTTOM / PALLANT WAY
71431,SISTERS AVENUE
71432,BRIDGE LANE
71433,CRANBROOK ROAD
71434,WEST HAMPSTEAD POLICE STATION
71435,NEWHAM TOWN HALL
71436,REGENT ROAD
71437,POWIS STREET
71439,ALBURY CLOSE
71440,TITHEPIT SHAW LANE
71441,NEW ELTHAM STATION # / FOOTSCRAY ROAD
71442,BEDDINGTON VILLAGE
71443,ABBOTSFORD AVENUE
71444,LAVENDER RISE / STOCKLEY ROAD
71445,SHAKESPEARE CRESCENT
71446,ROYAL LONDON HOSPITAL
71447,MALT STREET
71448,CRESCENT DRIVE
71449,CHESTER GATE
71450,ORCHARD ROAD
71451,FLEET STREET / CITY THAMESLINK #
71452,BEDFORD ROAD
71453,JACK DUNNING ESTATE
71454,ATHELSTAN PARK
71455,BREWERY ROAD
71456,HENDON CEMETERY
71457,WENTWORTH ROAD
71458,PETHERTON ROAD
71459,FITZALAN STREET
71460,BROMLEY / THE GREYHOUND
71461,CROYDON FLYOVER
71463,BROOKFIELD PARK
71464,KIRBY ESTATE
71465,LAWNS WAY
71466,CECIL ROAD / ST ANNES SCHOOL
71467,WEST DRAYTON STATION #
71468,OAKLEIGH GARDENS
